-,-,-
-891, 205, 154
-861, 249, 185
-1054, 273, 429
-1187, 445, 649
-1036, 721, 611
-1002, 1011, 684
-1084, 1226, 821
-1048, 1435, 877
-846, 1413, 767
-734, 1097, 655
-734, 1097, 655
-705, 800, 631
-748, 360, 606
-535, -216, 249
-459, -715, 38
-636, -1045, 96
-657, -1136, 91
-810, -1273, 172
-1097, -1328, 423
-1116, -1264, 455
-1150, -1208, 384
-1155, -930, 406
-1166, -682, 439
-1101, -483, 403
-,-,-
-990, 2, 197
-990, 2, 197
-987, 26, 181
-946, 124, 147
-930, 216, 141
-1018, 271, 251
-1035, 463, 316
-1035, 463, 316
-1063, 720, 396
-1121, 912, 492
-1101, 1091, 502
-1012, 1230, 487
-922, 1174, 482
-810, 923, 405
-754, 552, 314
-795, 303, 371
-817, -25, 425
-774, -412, 302
-777, -580, 294
-777, -580, 294
-756, -766, 240
-623, -976, 60
-657, -1049, 45
-868, -1102, 200
-777, -994, 136
-716, -1036, 77
-922, -1108, 211
-,-,-
-1041, -100, 259
-965, -141, 126
-995, -83, 189
-999, -45, 205
-1059, -42, 265
-1059, -42, 265
-1048, 23, 256
-1041, 163, 251
-1111, 354, 318
-1237, 733, 463
-1379, 1146, 702
-1365, 1208, 718
-1099, 1127, 465
-938, 991, 326
-870, 640, 277
-856, 383, 316
-748, 99, 224
-748, 99, 224
-684, -230, 126
-643, -566, 42
-613, -730, 0
-630, -734, 102
-697, -1179, 112
-800, -1494, 31
-859, -1332, 43
-863, -1072, 79
-863, -1072, 79
-840, -946, 68
-983, -959, 183
-,-,-
-976, 129, 186
-976, 129, 186
-1087, 168, 286
-1009, 204, 216
-938, 309, 149
-946, 525, 196
-995, 806, 298
-1142, 1120, 496
-1058, 1364, 495
-903, 1334, 403
-805, 1059, 291
-789, 825, 235
-789, 825, 235
-856, 696, 338
-699, 354, 210
-587, 68, 86
-665, -154, 152
-768, -377, 281
-770, -743, 249
-870, -889, 322
-870, -889, 322
-1106, -1165, 432
-1168, -1208, 405
-1160, -1069, 397
-1091, -813, 286
-1091, -813, 286
-1072, -527, 303
-1005, -330, 248
-974, -212, 221
-,-,-
-975, 149, 132
-913, 235, 125
-1008, 295, 206
-1039, 354, 254
-1054, 473, 293
-1109, 610, 353
-1109, 815, 356
-1065, 1036, 329
-1016, 1231, 363
-1016, 1231, 363
-940, 1160, 346
-763, 941, 182
-734, 685, 189
-759, 391, 254
-907, 75, 397
-827, -255, 264
-671, -493, 110
-842, -708, 268
-977, -917, 414
-803, -1124, 173
-803, -1124, 111
-735, -1113, 111
-855, -1046, 238
-877, -1068, 257
-970, -1086, 300
-981, -982, 284
-965, -872, 279
-,-,-
-923, 73, 97
-904, 138, 97
-982, 106, 150
-1064, 130, 249
-988, 225, 201
-951, 299, 162
-932, 527, 182
-932, 527, 182
-981, 1028, 304
-1102, 1388, 514
-1071, 1390, 482
-859, 1293, 271
-766, 1118, 250
-937, 881, 509
-849, 602, 511
-668, 203, 337
-675, -208, 309
-763, -476, 384
-842, -597, 468
-842, -597, 468
-706, -864, 329
-783, -1229, 334
-936, -1368, 405
-866, -1313, 313
-817, -1280, 223
-824, -1232, 205
-898, -1071, 296
-,-,-
-974, 88, 127
-995, 88, 142
-998, 116, 156
-979, 81, 143
-1019, 105, 198
-1015, 210, 221
-1044, 327, 253
-1044, 327, 253
-1100, 498, 314
-1076, 764, 329
-1084, 993, 381
-1026, 1146, 373
-933, 1215, 321
-879, 1172, 276
-896, 976, 277
-858, 704, 233
-721, 522, 138
-754, 227, 203
-754, 227, 203
-762, -30, 267
-686, -346, 228
-698, -687, 197
-711, -856, 226
-785, -989, 309
-809, -1169, 310
-914, -1253, 372
-1050, -1231, 428
-1021, -1029, 406
-993, -924, 326
-997, -807, 300
-991, -614, 279
-974, -401, 263
-,-,-
-909, 145, 73
-901, 174, 87
-987, 187, 174
-1025, 212, 214
-1036, 370, 246
-1129, 571, 370
-1187, 759, 438
-1187, 759, 438
-1149, 1061, 449
-1139, 1268, 500
-1031, 1235, 447
-855, 1055, 315
-854, 830, 336
-776, 548, 271
-689, 251, 228
-764, -62, 287
-755, -308, 263
-738, -531, 219
-814, -632, 315
-814, -632, 315
-894, -784, 376
-882, -1059, 280
-955, -1099, 302
-1008, -1031, 313
-944, -943, 240
-875, -873, 156
-959, -730, 200
-1003, -535, 222
-,-,-
-1044, 165, 219
-1044, 165, 219
-1060, 193, 210
-1011, 311, 169
-1022, 485, 217
-1043, 664, 277
-996, 855, 271
-933, 1090, 266
-879, 1144, 260
-929, 935, 297
-985, 679, 330
-981, 421, 317
-981, 421, 317
-1012, 126, 314
-1003, -54, 306
-1034, -128, 355
-956, -100, 367
-718, -283, 172
-693, -442, 125
-868, -452, 346
-874, -596, 366
-730, -832, 177
-849, -977, 210
-895, -908, 260
-895, -908, 260
-891, -885, 205
-993, -890, 239
-1018, -748, 253
-986, -660, 230
-,-,-
-1033, 118, 102
-937, 149, 67
-934, 150, 44
-917, 191, 34
-917, 191, 34
-917, 234, 44
-992, 300, 135
-1033, 408, 183
-1007, 547, 162
-1001, 691, 175
-980, 768, 179
-948, 856, 180
-948, 856, 180
-1039, 834, 266
-1072, 716, 283
-969, 605, 203
-853, 492, 110
-818, 330, 66
-818, 179, 65
-940, 4, 180
-940, 4, 180
-931, -117, 152
-837, -205, 71
-861, -270, 115
-880, -346, 161
-919, -447, 200
-953, -597, 208
-1069, -750, 269
-1109, -710, 278
-1093, -620, 254
-962, -541, 158
-962, -541, 158
-1021, -599, 195
-1115, -545, 259
-1075, -442, 226
-1019, -379, 181
-1017, -358, 176
-996, -427, 124
-,-,-
-939, 363, 16
-928, 466, 36
-975, 605, 110
-964, 785, 158
-915, 873, 136
-958, 805, 168
-958, 805, 168
-1067, 523, 257
-1226, 265, 386
-1259, 146, 367
-1170, 6, 221
-1015, 34, 101
-853, 11, 2
-853, 11, 2
-892, -138, 29
-857, -202, 30
-750, -290, -21
-655, -388, -83
-741, -550, -28
-780, -643, 13
-861, -780, 86
-861, -780, 86
-953, -809, 164
-864, -768, 93
-938, -827, 120
-1007, -756, 150
-1036, -610, 156
-1066, -540, 174
-1059, -537, 158
-,-,-
-1048, 168, 36
-1021, 159, 46
-1031, 185, 66
-1029, 287, 73
-1018, 515, 73
-1092, 659, 154
-1105, 643, 149
-1033, 632, 45
-1042, 824, 84
-1042, 824, 84
-1047, 972, 140
-945, 786, 80
-851, 491, -30
-957, 247, 29
-951, 147, 32
-859, 189, -23
-859, 189, -23
-833, 69, -54
-756, -209, -97
-796, -402, -41
-938, -285, 136
-873, -126, 82
-672, -150, -52
-822, -305, 102
-1009, -348, 260
-1091, -430, 355
-1011, -601, 251
-1011, -601, 251
-997, -586, 187
-1012, -423, 183
-1048, -371, 211
-1034, -385, 195
-1043, -448, 188
-1076, -479, 158
-,-,-
-940, 110, -42
-950, 115, 17
-1059, 158, 85
-1098, 148, 142
-1098, 148, 142
-1075, 254, 144
-1068, 413, 142
-1108, 622, 176
-1101, 822, 194
-1031, 1048, 177
-924, 1146, 121
-824, 965, 47
-733, 807, -31
-717, 652, -50
-706, 344, -72
-706, 344, -72
-706, 101, -81
-916, 43, 64
-1049, -29, 107
-995, -109, 52
-1095, -343, 142
-1206, -502, 239
-1195, -526, 271
-1050, -766, 165
-987, -836, 95
-1049, -732, 145
-1049, -732, 145
-1059, -621, 139
-1016, -592, 117
-994, -670, 103
-996, -641, 98
-,-,-
-970, 184, 39
-967, 143, 18
-967, 143, 18
-984, 182, 57
-961, 276, 56
-987, 380, 85
-1026, 590, 109
-1023, 794, 135
-1045, 943, 192
-978, 1051, 159
-978, 1051, 159
-953, 999, 165
-885, 893, 145
-867, 740, 167
-865, 499, 189
-771, 206, 90
-702, 69, 44
-702, 69, 44
-780, -25, 163
-806, -249, 167
-968, -537, 189
-1046, -519, 186
-913, -417, 145
-912, -705, 161
-1046, -927, 186
-1042, -783, 125
-1022, -630, 100
-1054, -568, 113
-1103, -595, 135
-1054, -610, 109
-997, -611, 75
-997, -611, 75
-,-,-
-1061, 96, 70
-1011, 158, 135
-1027, 176, 119
-994, 175, 84
-994, 175, 84
-973, 348, 86
-1040, 632, 163
-1135, 815, 252
-1140, 900, 273
-997, 1100, 207
-948, 1147, 208
-925, 1005, 226
-831, 779, 173
-718, 485, 70
-718, 485, 70
-859, 129, 177
-875, -31, 221
-789, -173, 149
-707, -450, 64
-835, -725, 149
-1035, -837, 275
-1085, -791, 251
-1027, -652, 180
-890, -544, 77
-890, -544, 77
-817, -493, 45
-892, -490, 127
-1061, -555, 244
-1080, -514, 224
-1060, -461, 198
-1039, -412, 182
-1025, -370, 165
-998, -329, 130
-,-,-
-1000, 269, 96
-1035, 358, 177
-1063, 482, 226
-1049, 632, 219
-1104, 790, 304
-1146, 850, 372
-1051, 947, 284
-894, 941, 183
-751, 873, 113
-727, 787, 164
-727, 787, 164
-825, 533, 276
-789, 372, 247
-816, 77, 263
-981, -348, 388
-914, -521, 306
-958, -768, 323
-988, -988, 311
-942, -992, 229
-906, -900, 202
-906, -900, 202
-825, -798, 142
-842, -847, 148
-940, -842, 209
-1030, -752, 271
-1015, -640, 250
-,-,-
-1031, 127, 150
-1031, 127, 150
-1046, 191, 168
-1015, 237, 129
-967, 278, 89
-1009, 363, 147
-1097, 519, 247
-1106, 652, 264
-1056, 774, 230
-993, 845, 198
-981, 891, 194
-991, 764, 187
-991, 764, 187
-1001, 628, 157
-1178, 394, 303
-1179, 221, 305
-941, 147, 112
-727, 78, -60
-676, -23, -92
-709, -157, -35
-759, -293, 9
-759, -293, 9
-794, -407, 43
-820, -598, 74
-779, -712, 38
-841, -763, 65
-942, -774, 133
-960, -759, 120
-960, -759, 120
-950, -747, 94
-955, -786, 99
-943, -807, 68
-977, -817, 83
-,-,-
-917, 182, 5
-902, 282, 13
-942, 480, 42
-958, 615, 95
-979, 674, 153
-979, 674, 153
-953, 732, 122
-1003, 673, 134
-1126, 665, 242
-1109, 742, 276
-1052, 710, 234
-1012, 493, 170
-927, 335, 66
-987, 224, 156
-1015, 186, 224
-1015, 186, 224
-953, 59, 186
-837, -178, 41
-877, -313, 83
-1042, -370, 249
-881, -358, 107
-753, -434, 10
-765, -438, 48
-876, -371, 147
-876, -371, 147
-882, -376, 127
-836, -400, 80
-875, -456, 122
-1022, -572, 215
-1077, -652, 208
-,-,-
-982, 187, 109
-1026, 260, 136
-1021, 285, 142
-993, 350, 122
-993, 350, 122
-988, 481, 132
-1016, 618, 179
-981, 702, 176
-854, 815, 94
-795, 942, 71
-826, 823, 124
-962, 573, 281
-962, 573, 281
-1016, 385, 337
-917, 295, 236
-859, 161, 172
-946, 8, 237
-1091, -36, 348
-1136, -46, 382
-947, -90, 221
-947, -90, 221
-858, -103, 138
-885, -108, 160
-802, -38, 133
-796, -126, 202
-938, -397, 326
-1132, -520, 439
-1455, -637, 650
-1355, -676, 610
-1130, -696, 379
-,-,-
-1013, 157, 127
-1032, 144, 190
-1095, 193, 213
-1093, 260, 202
-1069, 403, 219
-1023, 543, 199
-1048, 643, 233
-988, 702, 209
-988, 702, 209
-920, 785, 158
-928, 855, 180
-974, 838, 249
-989, 700, 283
-846, 476, 173
-928, 243, 260
-971, 36, 315
-971, 36, 315
-802, -172, 196
-737, -356, 129
-849, -543, 228
-998, -782, 376
-991, -990, 322
-916, -1024, 178
-862, -833, 98
-916, -675, 114
-928, -596, 131
-1002, -645, 197
-1002, -645, 197
-,-,-
-1047, 178, 242
-1047, 178, 242
-980, 249, 175
-1008, 280, 189
-1036, 316, 246
-1071, 400, 307
-1038, 525, 314
-999, 605, 297
-1009, 624, 303
-971, 724, 274
-979, 783, 285
-979, 783, 285
-994, 731, 311
-995, 520, 302
-953, 270, 229
-960, 81, 205
-1047, -16, 251
-984, -119, 192
-919, -228, 162
-910, -348, 184
-910, -348, 184
-977, -444, 264
-796, -681, 76
-736, -787, -35
-824, -696, 28
-923, -610, 130
-897, -547, 107
-769, -571, 14
-753, -744, -26
-891, -848, 54
-891, -848, 54
-1016, -803, 147
-,-,-
-980, 208, 167
-969, 225, 130
-1120, 245, 255
-1188, 374, 337
-1188, 374, 337
-1167, 506, 352
-1117, 588, 326
-1082, 629, 295
-1068, 693, 305
-1027, 686, 295
-902, 701, 207
-799, 678, 131
-787, 554, 132
-825, 371, 166
-825, 371, 166
-842, 192, 166
-893, 17, 173
-984, -189, 216
-1128, -385, 285
-1058, -331, 217
-921, -230, 105
-880, -238, 110
-833, -290, 86
-898, -270, 138
-953, -265, 181
-953, -265, 181
-921, -318, 158
-997, -386, 213
-1103, -402, 269
-1138, -442, 287
-,-,-
-1036, 73, 161
-964, 82, 101
-913, 173, 38
-1037, 228, 152
-1081, 261, 220
-1076, 245, 193
-1038, 273, 141
-1018, 403, 126
-1065, 524, 185
-1065, 524, 185
-1041, 735, 186
-1028, 963, 230
-1040, 959, 286
-966, 830, 236
-935, 581, 212
-970, 296, 279
-932, 27, 279
-835, -175, 211
-817, -318, 181
-817, -318, 181
-866, -514, 166
-819, -615, 100
-926, -681, 133
-938, -541, 142
-946, -440, 160
-915, -484, 120
-967, -521, 132
-1013, -470, 168
-1062, -510, 184
-1086, -592, 179
-1074, -636, 132
-1070, -586, 98
-,-,-
-907, 135, -16
-919, 156, 50
-966, 199, 71
-966, 199, 71
-988, 222, 101
-1002, 276, 120
-1017, 398, 125
-1032, 588, 151
-1013, 739, 168
-980, 800, 173
-1049, 790, 259
-1040, 737, 288
-1004, 622, 278
-987, 529, 265
-987, 529, 265
-1024, 378, 287
-1014, 219, 266
-916, 135, 191
-780, 129, 101
-784, 99, 133
-831, 27, 173
-831, 27, 173
-824, -29, 169
-841, -84, 208
-919, -327, 278
-935, -508, 252
-954, -498, 242
-1041, -496, 305
-1006, -584, 286
-974, -729, 209
-1046, -773, 220
-1144, -800, 293
-1177, -846, 316
-,-,-
-964, 250, 96
-1002, 250, 167
-1003, 266, 171
-956, 346, 132
-979, 606, 177
-1172, 773, 391
-1175, 845, 399
-1175, 845, 399
-1036, 884, 287
-987, 882, 269
-994, 813, 323
-992, 657, 328
-964, 572, 295
-929, 485, 274
-843, 219, 190
-942, -1, 251
-942, -1, 251
-1008, -205, 293
-887, -401, 168
-813, -405, 113
-927, -464, 202
-936, -486, 212
-827, -557, 121
-899, -684, 161
-991, -696, 226
-1030, -660, 232
-1104, -677, 260
-1132, -732, 280
-,-,-
-991, 83, 114
