-,-,-
-23, 1, 1034
-23, 1, 1034
-22, 0, 1035
-22, 0, 1035
-22, 0, 1035
-22, 0, 1035
-23, 0, 1034
-22, 0, 1034
-22, 0, 1034
-22, 0, 1034
-21, 0, 1034
-22, 0, 1034
-21, 0, 1034
-19, -2, 1034
-19, -2, 1034
-20, -2, 1034
-19, -3, 1034
-19, 0, 1035
-23, 1, 1035
-23, 1, 1035
-31, 8, 1034
-21, 0, 1033
-25, 0, 1034
-25, 0, 1034
-27, -1, 1034
-23, 6, 1035
-21, 2, 1035
-21, 2, 1035
-21, 1, 1035
-20, 1, 1034
-24, 0, 1035
-22, 1, 1035
-22, 1, 1035
-23, 5, 1035
-19, 1, 1035
-23, 3, 1036
-23, 3, 1036
-23, 4, 1035
-21, -2, 1033
-23, 1, 1036
-23, 1, 1036
-23, 1, 1035
-27, -1, 1033
-22, -1, 1034
-14, 0, 1037
-14, 0, 1037
-21, 0, 1035
-23, 0, 1035
-24, 0, 1035
-24, 0, 1035
-23, 1, 1034
-25, 3, 1036
-24, 3, 1034
-24, 3, 1034
-24, 2, 1035
-19, 0, 1035
-20, 0, 1035
-20, 0, 1035
-34, 11, 1035
-20, -2, 1035
-28, 6, 1035
-15, -5, 1034
-15, -5, 1034
-15, -4, 1034
-22, 0, 1035
-22, 0, 1034
-23, 2, 1036
-23, 2, 1036
-18, -3, 1033
-22, 0, 1033
-25, 1, 1035
-25, 1, 1035
-23, 1, 1034
-21, 1, 1035
-16, -5, 1035
-21, 1, 1035
-21, 1, 1035
-23, 1, 1035
-20, 0, 1033
-22, 0, 1035
-22, 0, 1035
-22, 0, 1034
-22, 0, 1034
-22, 0, 1035
-22, 0, 1035
-21, 0, 1034
-22, 0, 1035
-24, 0, 1034
-24, 0, 1034
-22, 0, 1035
-22, 0, 1034
-22, 0, 1034
-22, 0, 1034
-21, 0, 1034
-23, 0, 1035
-23, 0, 1035
-22, 0, 1033
-22, 0, 1033
-22, 0, 1036
-22, 0, 1034
-22, 0, 1035
-22, 0, 1035
-22, 0, 1035
-23, 0, 1034
-23, 0, 1034
-23, 0, 1034
-22, 0, 1034
